"","SRR1275356","SRR1274090","SRR1275251","SRR1275287","SRR1275364","SRR1275269","SRR1275263","SRR1275242","SRR1275338","SRR1274117","SRR1274089","SRR1275248","SRR1275345","SRR1274125","SRR1275270","SRR1275300","SRR1275294","SRR1274122","SRR1275299","SRR1275277","SRR1275370","SRR1275293","SRR1274128","SRR1275348","SRR1275245","SRR1274084","SRR1275335","SRR1275342","SRR1275363","SRR1275280","SRR1275264","SRR1275369","SRR1274131","SRR1275351","SRR1275256","SRR1275252","SRR1275355","SRR1275258","SRR1275260","SRR1275367","SRR1275284","SRR1275346","SRR1274114","SRR1275241","SRR1275279","SRR1275297","SRR1275273","SRR1274126","SRR1275290","SRR1275274","SRR1274121","SRR1275341","SRR1275336","SRR1274119","SRR1274087","SRR1274113","SRR1275246","SRR1274132","SRR1275267","SRR1275289","SRR1275283","SRR1275360","SRR1275255","SRR1275358","SRR1275352","SRR1274130","SRR1275265","SRR1275368","SRR1275281","SRR1275362","SRR1275257","SRR1275350","SRR1274129","SRR1275292","SRR1275371","SRR1275298","SRR1275276","SRR1274123","SRR1275343","SRR1275334","SRR1274085","SRR1274111","SRR1275349","SRR1275244","SRR1275249","SRR1275344","SRR1274088","SRR1274116","SRR1275243","SRR1275339","SRR1275301","SRR1275295","SRR1275271","SRR1274124","SRR1275250","SRR1275357","SRR1275262","SRR1275365","SRR1275286","SRR1275268","SRR1275361","SRR1275282","SRR1275266","SRR1275288","SRR1274133","SRR1275353","SRR1275254","SRR1275359","SRR1274120","SRR1275275","SRR1275291","SRR1275247","SRR1274086","SRR1274112","SRR1274118","SRR1275337","SRR1275340","SRR1274115","SRR1275347","SRR1274127","SRR1275272","SRR1275278","SRR1275302","SRR1275296","SRR1275354","SRR1275259","SRR1275253","SRR1275285","SRR1275366","SRR1275261"
"ZNF227",0,1,0,3,0,0,0,0,0,0,12,0,0,0,0,1,0,0,38,50,0,0,0,170,0,23,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,0,186,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,1,0,0,20,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,142,0,0,0,0,0,0,0,0,0,0,1,811,0,0,0,0,234,1,0,0,0,0,0,0,0,0,0,3,1,0,0,145,0,0,0,0,0
"ZNF229",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,45,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,19,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1152,0,0,0,0
"ZNF23",0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,38,5,0,1483,1,0,278,8,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,325,1,2,0,0,0,0,0,0,0,1,0,0,0,0,55,422,0,0,0,3044,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0
"ZNF230",0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,150,1,0,0,0,0,0,0,222,0,0,0,0,125,0,0,0,0,0,3092,0,0,0,0,51,0,0,0,0,0,6,0,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,71,0,2,0,0,0,1107
"ZNF232",0,0,0,1950,0,0,0,0,0,79,0,0,0,1,0,0,0,15,0,84,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,9,0,0,1,0,775,0,0,0,0,0,0,0,0,34,1,0,0,183,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,0,5,0,1,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
"ZNF234",0,0,0,51,0,0,0,0,0,0,106,0,0,1,0,1,0,0,8,0,0,7,3,54,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,314,10,0,0,35,0,0,0,0,0,0,0,0,1,411,0,0,68,0,0,0,0,0,0,0,0,0,0,0,827,0,0,36,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,1,291,0,0,0,0,196,1401,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0
"ZNF236",0,4,0,1,0,0,0,0,0,14,351,0,5,0,0,0,0,0,0,26,0,0,4,0,0,8,32,331,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,25,1,0,0,0,0,0,0,0,0,5,0,0,0,0,119,0,0,0,4,0,0,0,0,2,1,0,1,16,0,1,0,0,7,883,0,1,0,32,0,120,0,8,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,754,0,1,0,0,0,0,338,0,232,0,0,0,0,0,0,0,1,0,0
"ZNF239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,240,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,1,0,2
"ZNF24",1,0,4,5,0,314,140,21,42,212,0,27,0,705,12,0,0,0,0,0,377,0,6,1329,1,0,0,2909,0,0,4,40,693,0,0,0,0,15,24,5,1,3366,1,512,0,13,10,11,0,0,1,15,3453,11,3,49,0,6,0,5,162,0,0,1514,0,0,3,0,307,0,400,0,3,0,9,0,8,761,81,0,33,65,81,92,477,1,0,7,1683,3,0,0,32,13,16,0,0,0,0,0,0,10,1,0,40,0,0,45,0,408,2,644,0,0,2,138,357,373,95,420,1,0,0,0,0,347,0,4,99,0
"ZNF248",0,7,0,15,11,1312,1,0,0,0,586,0,12,0,41,1,23,0,16,2,0,905,46,192,0,9,0,0,0,0,0,1,0,0,0,0,195,0,0,0,0,0,0,0,0,518,918,0,0,26,0,0,0,0,0,0,0,0,0,0,33,0,0,4483,2,0,0,15,0,0,0,3,0,0,0,12,0,0,0,0,0,2,7,0,44,397,0,0,0,0,24,1,0,0,1,0,0,0,0,0,0,0,0,0,335,0,0,93,0,0,0,0,0,0,0,0,0,11,0,1927,0,0,4,0,7598,0,0,0,0,0
"ZNF25",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,204,1657,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,101,0,0,1,0,0,10,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,43,0,0,1,85,4,842,0,5
"ZNF250",0,12,3,0,0,0,0,0,0,342,282,0,0,800,1,1,0,0,117,189,0,0,0,703,93,1,0,0,22,0,0,40,607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1459,0,18,44,1,7,652,1,2,316,0,386,4697,0,5,984,7,579,1,4,0,1,0,0,0,15,0,0,2,0,41,9,0,0,0,9,152,0,163,8,0,0,0,1,0,0,0,28,13,1,0,0,4,157,2,20,0,71,29,21,1,1,2,99,0,420,0,0,0,6,8,0,0,0,5,28,0,0
"ZNF251",1581,0,0,594,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,520,0,0,0,0,0,8,0,0,0,9,0,0,0,7,0,0,11,0,46,0,0,0,0,0,497,140,488,0,0,8,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,221,0,0,0,3,3,1,0,0,0,633,0,0,0,241,0,3,0,0,711,1395,824,0,0,65,0,0,0,0,0,2,0,12,237,0,0,0,0,156,102,446,0,5,0,0,1673,165,0,0,14,9,33,31,625,1180,0,0,0,0
"ZNF252P",1,9,0,0,0,983,4,86,0,0,345,0,18,0,33,83,41,0,2908,0,0,1500,0,0,0,4,0,338,234,0,0,13,91,0,0,0,0,0,371,0,27,1,0,2068,1,588,0,1,0,0,0,15,1,0,166,0,0,2,5211,1,1625,1,0,0,24,0,48,540,274,6959,5,0,0,10,0,13,0,0,14,0,0,0,0,0,0,632,3,0,0,0,1,734,1,0,0,0,0,0,0,219,0,5,11,0,306,1,0,0,0,89,497,1,0,0,0,0,665,0,0,0,0,0,0,23,1,5219,0,0,0,0
"ZNF253",1,2,0,0,0,8,2998,0,0,2,149,0,0,74,0,0,1,0,0,706,2,23,1,2,0,0,0,458,0,1,129,0,1,0,0,0,2,2,0,0,10,0,0,0,39,0,1,1,60,0,0,0,0,1284,0,51,0,0,1,2210,501,0,0,0,0,0,2,0,191,0,0,0,0,0,0,0,32,0,16,0,5,0,1,235,0,0,0,0,5853,0,0,1147,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,1338,0,0,1,0,0,0,0,2,0,0,0,19,0,32,76,0,0,8,0,0
"ZNF254",0,1,1,39,0,0,1,0,0,1,42,60,57,0,0,0,0,1,0,21,0,0,35,838,1,0,0,0,0,0,0,0,2,0,370,0,0,0,0,0,0,206,0,0,0,0,10,0,0,0,0,1,0,1,287,13,0,0,0,0,0,55,9435,0,509,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,17,1,39,0,929,1580,3,0,0,0,0,32,11,0,48,0,0,0,17,0,1,0,0,1,6,16,0,0,0,70,0,1658,0,0,0,0,37,1,9,4092,0,1,0,0,0,0,1,478,1,3
"ZNF256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,1,684,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ZNF26",0,0,0,15,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,124,0,535,0,0,0,0,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF260",0,0,1,0,0,2411,149,157,0,1,0,0,0,0,82,0,0,8,0,95,0,0,3,0,0,1,0,0,0,0,4,0,1,0,0,0,0,72,0,0,18,0,0,4026,8,0,2421,0,0,73,436,0,0,605,1,0,0,0,0,0,1228,0,0,0,30,0,127,0,1015,0,1644,0,6,17,0,0,0,0,0,0,54,368,0,0,6,0,1,5,1,0,0,0,175,0,1,0,0,0,0,0,0,17,20,0,37,0,0,0,15,9,719,0,2,6,0,0,0,314,0,145,2,2,0,0,1,0,0,0,33,0
"ZNF263",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"ZNF264",1,0,1,2,0,0,0,0,0,0,0,1,111,7,0,62,0,1,2549,1069,1,7,0,0,401,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,749,0,0,0,0,107,0,1,0,0,0,18,0,1,20,91,322,0,314,15,1,4,0,461,1,3,0,77,4,0,25,36,1112,0,0,2,3,0,92,0,3614,0,6,1559,0,0,13,24,21,0,0,0,0,2,1,7,15,0,0,0,1,65,4,0,1079,63,16,0,0,0,0,0,204,0,0,0,30,0,0,3,0,1318,139,0,0
"ZNF266",0,1,0,0,0,4,2767,0,0,429,161,0,0,0,0,0,0,0,0,42,279,0,0,6,0,2,0,0,0,0,115,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,72,0,2,0,0,0,94,1,0,0,1,3124,38,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,202,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,135,0,0,0,1,0,0,1,1,0,2,0,0,305,0,0,0,0,0,0,0,0,0,0,40,0
"ZNF268",0,13,0,0,0,0,0,0,0,0,1077,12,0,1110,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1237,1,21,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,678,2,0,0,153,1,0,1,109,26,0,34,25,444,0,0,0,0,6,0,7,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,1134,1345,500,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF271P",0,21,1,2444,0,474,265,0,0,123,1242,0,2,48,13,8,111,0,434,314,0,4641,0,0,494,0,6,330,0,0,7,0,2,35,0,0,0,0,0,0,32,2811,0,0,1,3,1,2,0,0,0,0,919,0,3,0,33,0,1,0,1231,79,0,2801,0,9,0,0,579,0,0,1649,484,21,0,0,1,275,7,148,117,0,0,0,0,34,0,2,0,0,3,6396,43,10,0,0,0,0,13,0,0,14,0,67,41,0,0,57,0,238,865,2,3,0,1,40,2,173,70,0,4,3,0,177,1,0,3,519,0,0
"ZNF273",0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,69,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,841,0,0,24,0,0,0,348,0,0,0,0,5792,2,5,0,0,0,0,0,0,0,33,0,10,0,0,0,0,0,2,141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,219,0,0,0,0,310,0,0,0,1,124,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,0,0
"ZNF274",0,1,0,0,0,1044,1,0,0,0,25,0,0,0,46,0,0,0,0,45,40,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,0,0,0,0,0,0,0,43,0,2,14,0,0,0,0,0,0,0
"ZNF275",2,0,0,0,0,0,0,0,1,1,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,34,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,1,0,0,0,0,0,0,4,1,0,0,1,944,1,0,1,595,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,103,0,0,0,0,0,0,0,162,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,141,0,0
"ZNF276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,142,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,0,0,0,0,0,0,0,234,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF277",4,0,0,0,0,0,0,0,0,25,0,0,7,1,0,5,0,0,226,1,0,0,1,0,5223,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,1,1,4,0,1964,0,0,46,0,0,0,394,705,81,212,0,2,0,0,0,1,0,0,16,0,0,1,1,0,1,1137,0,0,0,2,893,0,0,361,1664,0,0,1070,210,12,0,0,0,416,128,924,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,11,90,0,1,6,25,1,0,0,0,0,1,23,0,17,4,1,0,0,1,0,0
"ZNF28",0,0,0,571,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4512,0,48,0,0,0,66,0,9,0,0,0,5,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,209,0,0,6,15,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"ZNF280C",0,0,0,55,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,78,0,0,0,7,0,8,0,14,0,0,0,25,0,9,0,14,2,1,0,0,0,1404,1,0,0,0,379,354,1,0,0,0,4,0,0,78,0,0,0,277,0,0,0,8,0,0,0,187,0,0,0,0,1,17,0,0,0,1256,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,382,0,2,6,0,1,0,0,0,0,6,0,0,72,0,172,125,480,0,0,0
"ZNF280D",0,0,0,0,0,0,0,0,0,0,46,0,0,139,0,43,0,2,1852,1206,187,0,0,169,0,0,5,868,1,22,0,0,1,0,0,0,0,0,15,1,0,174,1,0,1078,112,1,1,0,0,11,15,0,75,1,17,0,0,419,0,28,0,0,0,89,0,0,0,28,104,1,1,0,1,9,2,1,123,27,131,107,558,4,0,0,0,0,0,0,0,4888,7,881,4,0,0,0,0,5,22,0,0,0,0,1,2,0,0,1,27,106,1,1,9,0,0,288,0,5,1,20,29,281,0,0,168,8,320,24,0
"ZNF281",1,0,2,0,0,0,1,0,0,5,0,0,0,201,0,0,0,0,0,0,0,0,0,0,787,6,0,6279,0,0,0,0,2,0,0,0,0,0,352,20,0,0,0,0,0,243,417,2,0,8,1,73,2846,0,20,2,28,0,1983,0,1,0,0,14,0,0,134,1,226,1,3,0,26,0,0,4,6,4,193,0,5,0,0,9,0,0,1,0,230,0,0,999,521,0,0,0,1,0,3,88,0,5,20,0,171,0,3,1,0,244,1,1,0,0,0,162,2339,7,0,1,16,0,0,24,1,5255,70,226,652,1
"ZNF282",0,0,2160,237,0,1,0,2,5919,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,2,1,0,0,117,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,103,7,159,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,4,23,8,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ZNF285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,36,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,11,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1223,0,0,11,2,0,0,0,0,0,0,0,0
"ZNF286A",2,3,1403,0,0,0,760,89,0,949,831,30,10,220,0,84,5,6,3666,547,0,322,1,0,3120,0,127,75,9,40,36,0,1685,0,0,54,2,1,0,8,9,1,11,1988,2181,526,5,1,19,0,692,0,1,738,1493,2347,128,3,2052,756,475,296,0,1505,5,0,130,0,321,481,4,12,5,4,0,16,11,235,2,3307,390,970,0,0,0,297,6,1,2,0,1710,3842,620,0,0,0,0,0,32,84,3,5,21,0,171,0,8,39,3,457,83,832,0,2,2,0,1,534,0,1020,21,9,81,85,8,1,321,1550,243,8
"ZNF286B",3,0,542,1,398,0,236,0,0,75,30,0,0,7,0,20,50,1,1388,992,0,2077,2,0,666,0,20,0,0,67,12,1,365,0,0,25,0,0,0,1,2,0,1,6,3203,402,2667,1,13,61,23,0,0,83,956,373,16,0,335,404,196,95,0,2,2,0,73,1,110,53,1,1,5,2,0,9,6,26,0,438,11,29,0,0,0,0,1,0,0,0,461,1900,631,0,0,0,0,14,7,13,2,2,15,0,13,0,0,0,1,398,118,5,0,0,0,0,0,242,0,43,17,26,18,43,10,0,14,562,95,0
"ZNF287",0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,697,0,0,0,124,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF292",1749,30,1,116,929,2,0,0,22995,782,1577,10,45,3258,0,135,12,22,5008,341,0,682,18,1673,179,9,56,1,0,71,0,0,21,0,65,0,32,318,56,36,18,363,1,3,3623,2389,5093,49,33,144,968,0,1,120,19,44,8,0,1088,1070,1081,85,2110,4622,3,11,68,0,430,1,7978,3,624,16,0,52,6,1432,0,1517,505,1366,84,44,7,1418,0,79,968,884,0,192,2782,21,0,50,0,40,4,58,1,7,11,3,614,0,46,105,2,300,760,414,15,33,17,0,23,3638,7,781,63,5,0,4,1751,1271,1259,258,1007,2
"ZNF3",3,0,1,10,0,0,0,2,0,0,0,4,4,1,0,1,0,0,11,458,1,0,0,1,5912,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,51,0,13,25,0,0,0,0,0,1,0,0,277,0,0,306,0,275,1,0,18,0,0,3,0,0,1056,16,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,1909,69,0,0,0,0,62,60,0,0,110,0,0,0,1,17,0,0,0,0,0,0,0,0,7,19,0,88,1,0,0,0,0,0,3,1,0,14,2,3,0,0,1,18,0,1
"ZNF30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,58,0,0,4202,0,0,0,0,2,0,0,0,1,3237,0,0,0,0,7,0,0,0,0,0,0,0,0,0,171,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
"ZNF300",496,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,176,5,1,16,0,8171,0,0,0,4,0,331,0,2,0,0,0,0,0,0,0,0,17,8,0,0,0,0,85,0,0,2,1,0,230,0,0,0,2,0,0,0,0,137,20,0,0,1,0,0,339,3,171,0,0,0,2,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,658,1929,1,0,0,23,0,0,0,0,0,3,52,0,190,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,44,0,229,0,0,266,0
"ZNF300P1",0,0,0,0,5961,0,0,0,0,0,0,0,29,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,19,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,1509,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,3374,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,5,0,80,0,0,0,0,0,0
"ZNF302",0,0,3,0,56,1,1,0,0,23,0,0,0,217,0,1,16,2,1,4,0,1055,0,0,378,2,1,1,1,55,0,0,21,19,0,0,33,22,0,134,7,0,0,0,1802,189,4171,1,0,104,95,0,513,0,4,1,15,0,1,1,363,1573,0,0,0,19,0,0,0,14,628,1161,1445,0,0,6,0,2085,0,1,1,0,0,1,1,2,0,38,0,0,0,0,61,23,0,0,0,5,0,0,44,0,0,0,113,0,0,0,0,0,0,10,0,0,0,38,0,3911,0,2,0,1,0,0,964,0,0,1,3779,1
"ZNF304",0,0,0,122,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,107,0,0,0,0,0,608,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,18,0,0,0,285,0,0
"ZNF316",0,0,0,0,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,8,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,2,0,0,3,0,30,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,2
"ZNF317",238,0,575,198,55,10,0,0,0,0,0,0,0,0,1,38,0,0,1311,0,0,0,45,0,0,0,5,0,167,4,0,0,0,0,21,25,0,0,1,0,7,0,0,1,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,243,0,417,0,49,0,68,0,25,5100,0,1,0,0,0,0,0,2719,0,128,0,0,0,0,0,2,0,0,0,0,0,0,2,55,0,7,0,3,0,0,0,0,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1755,0,0,0,0,0,5,0,0,0,0
"ZNF318",0,0,0,24,0,84,0,0,0,84,1,0,0,0,1,0,0,2,0,797,12835,0,0,260,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,42,0,0,0,0,0,0,0,296,0,10,0,6,3,0,0,14,0,140,1,9,0,0,0,411,0,0,0,0,0,279,19,11,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,2,13,0,3,2,1,0,0,0,1,0,0,2,0,10,0,3,0,0,1,0,0,0,13,0,1,96,0,0,182,0,0
